attribute,start,min,max,name
HP,75,260,354,leavanny
Attack,103,189,335,leavanny
Defense,80,148,284,leavanny
Sp. Atk,70,130,262,leavanny
Sp. Def,80,148,284,leavanny
Speed,92,170,311,leavanny
HP,86,282,376,yanmega
Attack,76,141,276,yanmega
Defense,86,159,298,yanmega
Sp. Atk,116,213,364,yanmega
Sp. Def,56,105,232,yanmega
Speed,95,175,317,yanmega
HP,55,220,314,swadloon
Attack,63,117,247,swadloon
Defense,90,166,306,swadloon
Sp. Atk,50,94,218,swadloon
Sp. Def,80,148,284,swadloon
Speed,42,80,201,swadloon
HP,40,190,284,skorupi
Attack,50,94,218,skorupi
Defense,90,166,306,skorupi
Sp. Atk,30,58,174,skorupi
Sp. Def,55,103,229,skorupi
Speed,65,121,251,skorupi
HP,70,250,344,vespiquen
Attack,80,148,284,vespiquen
Defense,102,188,333,vespiquen
Sp. Atk,80,148,284,vespiquen
Sp. Def,102,188,333,vespiquen
Speed,40,76,196,vespiquen
HP,30,170,264,venipede
Attack,45,85,207,venipede
Defense,59,110,238,venipede
Sp. Atk,30,58,174,venipede
Sp. Def,39,74,194,venipede
Speed,57,107,234,venipede
HP,70,250,344,mothim
Attack,94,173,315,mothim
Defense,50,94,218,mothim
Sp. Atk,94,173,315,mothim
Sp. Def,50,94,218,mothim
Speed,66,123,254,mothim
HP,40,190,284,burmy
Attack,29,56,172,burmy
Defense,45,85,207,burmy
Sp. Atk,29,56,172,burmy
Sp. Def,45,85,207,burmy
Speed,36,69,188,burmy
HP,30,170,264,combee
Attack,30,58,174,combee
Defense,42,80,201,combee
Sp. Atk,30,58,174,combee
Sp. Def,42,80,201,combee
Speed,70,130,262,combee
HP,75,260,354,armaldo
Attack,125,229,383,armaldo
Defense,100,184,328,armaldo
Sp. Atk,70,130,262,armaldo
Sp. Def,80,148,284,armaldo
Speed,45,85,207,armaldo
HP,45,200,294,anorith
Attack,95,175,317,anorith
Defense,50,94,218,anorith
Sp. Atk,40,76,196,anorith
Sp. Def,50,94,218,anorith
Speed,75,139,273,anorith
HP,37,184,278,kricketot
Attack,25,49,163,kricketot
Defense,41,78,199,kricketot
Sp. Atk,25,49,163,kricketot
Sp. Def,41,78,199,kricketot
Speed,25,49,163,kricketot
HP,65,240,334,illumise
Attack,47,89,212,illumise
Defense,75,139,273,illumise
Sp. Atk,73,135,269,illumise
Sp. Def,85,157,295,illumise
Speed,85,157,295,illumise
HP,77,264,358,kricketune
Attack,85,157,295,kricketune
Defense,51,96,221,kricketune
Sp. Atk,55,103,229,kricketune
Sp. Def,51,96,221,kricketune
Speed,65,121,251,kricketune
HP,60,230,324,klang
Attack,80,148,284,klang
Defense,95,175,317,klang
Sp. Atk,70,130,262,klang
Sp. Def,85,157,295,klang
Speed,50,94,218,klang
HP,109,328,422,stunfisk
Attack,66,123,254,stunfisk
Defense,84,155,293,stunfisk
Sp. Atk,81,150,287,stunfisk
Sp. Def,99,182,326,stunfisk
Speed,32,62,179,stunfisk
HP,109,328,422,stunfisk
Attack,81,150,287,stunfisk
Defense,99,182,326,stunfisk
Sp. Atk,66,123,254,stunfisk
Sp. Def,84,155,293,stunfisk
Speed,32,62,179,stunfisk
HP,40,190,284,klink
Attack,55,103,229,klink
Defense,70,130,262,klink
Sp. Atk,45,85,207,klink
Sp. Def,60,112,240,klink
Speed,30,58,174,klink
HP,74,258,352,ferrothorn
Attack,94,173,315,ferrothorn
Defense,131,240,397,ferrothorn
Sp. Atk,54,101,227,ferrothorn
Sp. Def,116,213,364,ferrothorn
Speed,20,40,152,ferrothorn
HP,110,330,424,excadrill
Attack,135,247,405,excadrill
Defense,60,112,240,excadrill
Sp. Atk,50,94,218,excadrill
Sp. Def,65,121,251,excadrill
Speed,88,162,302,excadrill
HP,44,198,292,ferroseed
Attack,50,94,218,ferroseed
Defense,91,168,309,ferroseed
Sp. Atk,24,47,161,ferroseed
Sp. Def,86,159,298,ferroseed
Speed,10,22,130,ferroseed
HP,60,230,324,klinklang
Attack,100,184,328,klinklang
Defense,115,211,361,klinklang
Sp. Atk,70,130,262,klinklang
Sp. Def,85,157,295,klinklang
Speed,90,166,306,klinklang
HP,70,250,344,escavalier
Attack,135,247,405,escavalier
Defense,105,193,339,escavalier
Sp. Atk,60,112,240,escavalier
Sp. Def,105,193,339,escavalier
Speed,20,40,152,escavalier
HP,91,292,386,heatran
Attack,90,166,306,heatran
Defense,106,195,342,heatran
Sp. Atk,130,238,394,heatran
Sp. Def,106,195,342,heatran
Speed,77,143,278,heatran
HP,60,230,324,probopass
Attack,55,103,229,probopass
Defense,145,265,427,probopass
Sp. Atk,75,139,273,probopass
HP,70,250,344,magnezone
Attack,70,130,262,magnezone
Defense,115,211,361,magnezone
Sp. Atk,130,238,394,magnezone
Sp. Def,90,166,306,magnezone
Speed,60,112,240,magnezone
HP,70,250,344,lucario
Attack,110,202,350,lucario
Defense,70,130,262,lucario
Sp. Atk,115,211,361,lucario
Sp. Def,70,130,262,lucario
Speed,90,166,306,lucario
HP,70,250,344,lucario
Attack,145,265,427,lucario
Defense,88,162,302,lucario
Sp. Atk,140,256,416,lucario
HP,67,244,338,bronzong
Attack,89,164,304,bronzong
Defense,116,213,364,bronzong
Sp. Atk,79,146,282,bronzong
Sp. Def,116,213,364,bronzong
Speed,33,63,181,bronzong
HP,57,224,318,bronzor
Attack,24,47,161,bronzor
Defense,86,159,298,bronzor
Sp. Atk,24,47,161,bronzor
Sp. Def,86,159,298,bronzor
Speed,23,45,159,bronzor
HP,60,230,324,wormadam
HP,100,310,404,dialga
Attack,120,220,372,dialga
Defense,120,220,372,dialga
Sp. Atk,150,274,438,dialga
Sp. Def,100,184,328,dialga
Speed,90,166,306,dialga
Sp. Def,150,274,438,probopass
Speed,40,76,196,probopass
Sp. Def,70,130,262,lucario
Speed,112,206,355,lucario
Attack,59,110,238,wormadam
Defense,85,157,295,wormadam
Sp. Atk,79,146,282,wormadam
Sp. Def,105,193,339,wormadam
Speed,36,69,188,wormadam
HP,60,230,324,wormadam
Attack,79,146,282,wormadam
Defense,105,193,339,wormadam
Sp. Atk,59,110,238,wormadam
Sp. Def,85,157,295,wormadam
Speed,36,69,188,wormadam
HP,60,230,324,wormadam
Attack,69,128,260,wormadam
Defense,95,175,317,wormadam
Sp. Atk,69,128,260,wormadam
Sp. Def,95,175,317,wormadam
Speed,36,69,188,wormadam
HP,30,170,264,shieldon
Attack,42,80,201,shieldon
Defense,118,216,368,shieldon
Sp. Atk,42,80,201,shieldon
Sp. Def,88,162,302,shieldon
Speed,30,58,174,shieldon
HP,84,278,372,empoleon
Attack,86,159,298,empoleon
Defense,88,162,302,empoleon
Sp. Atk,111,204,353,empoleon
Sp. Def,101,186,331,empoleon
Speed,60,112,240,empoleon
HP,100,310,404,jirachi
Attack,100,184,328,jirachi
Defense,100,184,328,jirachi
Sp. Atk,100,184,328,jirachi
Sp. Def,100,184,328,jirachi
Speed,100,184,328,jirachi
HP,80,270,364,metagross
Attack,135,247,405,metagross
Defense,130,238,394,metagross
Sp. Atk,95,175,317,metagross
Sp. Def,90,166,306,metagross
Speed,70,130,262,metagross
HP,80,270,364,metagross
Attack,145,265,427,metagross
Defense,150,274,438,metagross
Sp. Atk,105,193,339,metagross
Sp. Def,110,202,350,metagross
Speed,110,202,350,metagross
HP,60,230,324,metang
Attack,75,139,273,metang
Defense,100,184,328,metang
Sp. Atk,55,103,229,metang
Sp. Def,80,148,284,metang
Speed,50,94,218,metang
HP,40,190,284,beldum
Attack,55,103,229,beldum
Defense,80,148,284,beldum
Sp. Atk,35,67,185,beldum
Sp. Def,60,112,240,beldum
Speed,30,58,174,beldum
HP,60,230,324,bastiodon
Attack,52,98,223,bastiodon
Defense,168,306,478,bastiodon
Sp. Atk,47,89,212,bastiodon
Sp. Def,138,252,412,bastiodon
Speed,30,58,174,bastiodon
HP,80,270,364,registeel
Attack,75,139,273,registeel
Defense,150,274,438,registeel
Sp. Atk,75,139,273,registeel
Sp. Def,150,274,438,registeel
Speed,50,94,218,registeel
HP,70,250,344,aggron
Attack,110,202,350,aggron
Defense,180,328,504,aggron
Sp. Atk,60,112,240,aggron
Sp. Def,60,112,240,aggron
Speed,50,94,218,aggron
HP,70,250,344,aggron
HP,60,230,324,lairon
Attack,90,166,306,lairon
Defense,140,256,416,lairon
Sp. Atk,50,94,218,lairon
Sp. Def,50,94,218,lairon
Speed,40,76,196,lairon
HP,65,240,334,skarmory
Attack,80,148,284,skarmory
Defense,140,256,416,skarmory
Sp. Atk,40,76,196,skarmory
Sp. Def,70,130,262,skarmory
Speed,70,130,262,skarmory
HP,75,260,354,steelix
Attack,85,157,295,steelix
Defense,200,364,548,steelix
Sp. Atk,55,103,229,steelix
Sp. Def,65,121,251,steelix
Speed,30,58,174,steelix
HP,75,260,354,steelix
Attack,125,229,383,steelix
Defense,230,418,614,steelix
Attack,140,256,416,aggron
Defense,230,418,614,aggron
Sp. Atk,60,112,240,aggron
Sp. Def,80,148,284,aggron
Speed,50,94,218,aggron
HP,50,210,304,magneton
Attack,60,112,240,magneton
Defense,95,175,317,magneton
Sp. Atk,120,220,372,magneton
Sp. Def,70,130,262,magneton
Speed,70,130,262,magneton
Sp. Atk,55,103,229,steelix
Sp. Def,95,175,317,steelix
Speed,30,58,174,steelix
HP,50,210,304,aron
Attack,70,130,262,aron
Defense,100,184,328,aron
Sp. Atk,40,76,196,aron
Sp. Def,40,76,196,aron
Speed,30,58,174,aron
HP,25,160,254,magnemite
Attack,35,67,185,magnemite
Defense,70,130,262,magnemite
Sp. Atk,95,175,317,magnemite
Sp. Def,55,103,229,magnemite
Speed,45,85,207,magnemite
HP,10,130,224,diglett
Attack,55,103,229,diglett
Defense,25,49,163,diglett
Sp. Atk,35,67,185,diglett
Sp. Def,45,85,207,diglett
Speed,95,175,317,diglett
HP,10,130,224,diglett
Attack,55,103,229,diglett
Defense,30,58,174,diglett
Sp. Atk,35,67,185,diglett
Sp. Def,45,85,207,diglett
Speed,90,166,306,diglett
HP,40,190,284,zubat
Attack,45,85,207,zubat
Defense,35,67,185,zubat
Sp. Atk,30,58,174,zubat
Sp. Def,40,76,196,zubat
Speed,55,103,229,zubat
HP,35,180,274,dugtrio
Attack,100,184,328,dugtrio
Defense,50,94,218,dugtrio
Sp. Atk,50,94,218,dugtrio
Sp. Def,70,130,262,dugtrio
Speed,120,220,372,dugtrio
HP,35,180,274,dugtrio
Attack,100,184,328,dugtrio
Defense,60,112,240,dugtrio
Sp. Atk,50,94,218,dugtrio
Sp. Def,70,130,262,dugtrio
HP,65,240,334,fearow
Attack,90,166,306,fearow
Defense,65,121,251,fearow
Sp. Atk,61,114,243,fearow
Sp. Def,61,114,243,fearow
Speed,100,184,328,fearow
HP,50,210,304,sandshrew
Attack,75,139,273,sandshrew
Defense,85,157,295,sandshrew
Sp. Atk,20,40,152,sandshrew
Sp. Def,30,58,174,sandshrew
Speed,40,76,196,sandshrew
HP,50,210,304,sandshrew
Attack,75,139,273,sandshrew
Defense,90,166,306,sandshrew
Sp. Atk,10,22,130,sandshrew
HP,40,190,284,meowth
Attack,45,85,207,meowth
HP,75,260,354,sandslash
Attack,100,184,328,sandslash
Defense,110,202,350,sandslash
Sp. Atk,45,85,207,sandslash
Sp. Def,55,103,229,sandslash
Speed,65,121,251,sandslash
HP,75,260,354,sandslash
HP,40,190,284,spearow
Attack,60,112,240,spearow
Defense,30,58,174,spearow
Sp. Atk,31,60,177,spearow
Sp. Def,31,60,177,spearow
Speed,70,130,262,spearow
Speed,110,202,350,dugtrio
Sp. Def,35,67,185,sandshrew
Speed,40,76,196,sandshrew
Defense,35,67,185,meowth
Sp. Atk,40,76,196,meowth
Sp. Def,40,76,196,meowth
Speed,90,166,306,meowth
HP,40,190,284,meowth
Attack,35,67,185,meowth
Defense,35,67,185,meowth
Sp. Atk,50,94,218,meowth
Sp. Def,40,76,196,meowth
Speed,90,166,306,meowth
HP,50,210,304,meowth
Attack,65,121,251,meowth
Defense,55,103,229,meowth
Sp. Atk,40,76,196,meowth
Sp. Def,40,76,196,meowth
Speed,40,76,196,meowth
Attack,100,184,328,sandslash
Defense,120,220,372,sandslash
Sp. Atk,25,49,163,sandslash
Sp. Def,65,121,251,sandslash
Speed,65,121,251,sandslash
HP,78,266,360,charizard
HP,63,236,330,pidgeotto
Attack,60,112,240,pidgeotto
Defense,55,103,229,pidgeotto
Sp. Atk,50,94,218,pidgeotto
Sp. Def,50,94,218,pidgeotto
Speed,71,132,265,pidgeotto
HP,83,276,370,pidgeot
Attack,80,148,284,pidgeot
Defense,75,139,273,pidgeot
Sp. Atk,70,130,262,pidgeot
Sp. Def,70,130,262,pidgeot
Speed,101,186,331,pidgeot
HP,83,276,370,pidgeot
Attack,80,148,284,pidgeot
Defense,80,148,284,pidgeot
Sp. Atk,135,247,405,pidgeot
Sp. Def,80,148,284,pidgeot
Speed,121,222,375,pidgeot
HP,1,1,1,shedinja
Attack,90,166,306,shedinja
Defense,45,85,207,shedinja
Sp. Atk,30,58,174,shedinja
Sp. Def,30,58,174,shedinja
Speed,40,76,196,shedinja
HP,40,190,284,pidgey
Attack,45,85,207,pidgey
Defense,40,76,196,pidgey
Sp. Atk,35,67,185,pidgey
Sp. Def,35,67,185,pidgey
Speed,56,105,232,pidgey
Attack,84,155,293,charizard
Defense,78,144,280,charizard
Sp. Atk,109,200,348,charizard
Sp. Def,85,157,295,charizard
Speed,100,184,328,charizard
HP,78,266,360,charizard
Attack,130,238,394,charizard
Defense,111,204,353,charizard
Sp. Atk,130,238,394,charizard
Sp. Def,85,157,295,charizard
Speed,100,184,328,charizard
HP,78,266,360,charizard
Attack,104,191,337,charizard
Defense,78,144,280,charizard
Sp. Atk,159,290,458,charizard
Sp. Def,115,211,361,charizard
Speed,100,184,328,charizard
HP,31,172,266,nincada
Attack,45,85,207,nincada
Defense,90,166,306,nincada
Sp. Atk,30,58,174,nincada
Sp. Def,30,58,174,nincada
Speed,40,76,196,nincada
HP,65,240,334,volbeat
Attack,73,135,269,volbeat
Defense,75,139,273,volbeat
Sp. Atk,47,89,212,volbeat
Sp. Def,85,157,295,volbeat
Speed,85,157,295,volbeat
HP,61,232,326,ninjask
Attack,90,166,306,ninjask
Defense,45,85,207,ninjask
Sp. Atk,50,94,218,ninjask
Sp. Def,50,94,218,ninjask
Speed,160,292,460,ninjask
HP,45,200,294,wurmple
Attack,45,85,207,wurmple
Defense,35,67,185,wurmple
Sp. Atk,20,40,152,wurmple
Sp. Def,30,58,174,wurmple
Speed,20,40,152,wurmple
HP,70,250,344,masquerain
Attack,60,112,240,masquerain
Defense,62,116,245,masquerain
HP,40,190,284,surskit
Attack,30,58,174,surskit
Defense,32,62,179,surskit
Sp. Atk,50,94,218,surskit
HP,50,210,304,cascoon
Attack,35,67,185,cascoon
Defense,55,103,229,cascoon
Sp. Atk,25,49,163,cascoon
Sp. Def,25,49,163,cascoon
Speed,15,31,141,cascoon
HP,60,230,324,dustox
Attack,50,94,218,dustox
Defense,70,130,262,dustox
Sp. Atk,50,94,218,dustox
Sp. Def,90,166,306,dustox
Speed,65,121,251,dustox
HP,60,230,324,beautifly
Attack,70,130,262,beautifly
Defense,50,94,218,beautifly
Sp. Atk,100,184,328,beautifly
Sp. Def,50,94,218,beautifly
Speed,65,121,251,beautifly
Sp. Atk,100,184,328,masquerain
Sp. Def,82,152,289,masquerain
Speed,80,148,284,masquerain
Sp. Def,52,98,223,surskit
Speed,65,121,251,surskit
HP,80,270,364,heracross
HP,50,210,304,silcoon
Attack,35,67,185,silcoon
Defense,55,103,229,silcoon
Sp. Atk,25,49,163,silcoon
Sp. Def,25,49,163,silcoon
Speed,15,31,141,silcoon
HP,20,150,244,shuckle
Attack,10,22,130,shuckle
Defense,230,418,614,shuckle
Sp. Atk,10,22,130,shuckle
Sp. Def,230,418,614,shuckle
Speed,5,13,119,shuckle
HP,70,250,344,scizor
Attack,130,238,394,scizor
Defense,100,184,328,scizor
Sp. Atk,55,103,229,scizor
Sp. Def,80,148,284,scizor
Speed,65,121,251,scizor
HP,70,250,344,scizor
Attack,150,274,438,scizor
Defense,140,256,416,scizor
Sp. Atk,65,121,251,scizor
Sp. Def,100,184,328,scizor
Speed,75,139,273,scizor
Attack,125,229,383,heracross
Defense,75,139,273,heracross
Sp. Atk,40,76,196,heracross
Sp. Def,95,175,317,heracross
Speed,85,157,295,heracross
HP,80,270,364,heracross
Attack,185,337,515,heracross
Defense,115,211,361,heracross
Sp. Atk,40,76,196,heracross
Sp. Def,105,193,339,heracross
Speed,75,139,273,heracross
HP,65,240,334,yanma
Attack,65,121,251,yanma
Defense,45,85,207,yanma
Sp. Atk,75,139,273,yanma
Sp. Def,45,85,207,yanma
Speed,95,175,317,yanma
HP,70,250,344,ariados
Attack,90,166,306,ariados
Defense,70,130,262,ariados
Sp. Atk,60,112,240,ariados
Sp. Def,70,130,262,ariados
Speed,40,76,196,ariados
HP,50,210,304,pineco
Attack,65,121,251,pineco
Defense,90,166,306,pineco
Sp. Atk,35,67,185,pineco
Sp. Def,35,67,185,pineco
Speed,15,31,141,pineco
HP,75,260,354,forretress
Attack,90,166,306,forretress
Defense,140,256,416,forretress
Sp. Atk,60,112,240,forretress
Sp. Def,60,112,240,forretress
Speed,40,76,196,forretress
HP,60,230,324,parasect
Attack,95,175,317,parasect
Defense,80,148,284,parasect
Sp. Atk,60,112,240,parasect
Sp. Def,80,148,284,parasect
Speed,30,58,174,parasect
HP,40,190,284,spinarak
Attack,60,112,240,spinarak
Defense,40,76,196,spinarak
Sp. Atk,40,76,196,spinarak
Sp. Def,40,76,196,spinarak
Speed,30,58,174,spinarak
HP,55,220,314,ledian
Attack,35,67,185,ledian
Defense,50,94,218,ledian
Sp. Atk,55,103,229,ledian
Sp. Def,110,202,350,ledian
Speed,85,157,295,ledian
HP,70,250,344,scyther
Attack,110,202,350,scyther
Defense,80,148,284,scyther
Sp. Atk,55,103,229,scyther
Sp. Def,80,148,284,scyther
Speed,105,193,339,scyther
HP,40,190,284,ledyba
Attack,20,40,152,ledyba
Defense,30,58,174,ledyba
Sp. Atk,40,76,196,ledyba
Sp. Def,80,148,284,ledyba
Speed,55,103,229,ledyba
HP,65,240,334,pinsir
Attack,125,229,383,pinsir
Defense,100,184,328,pinsir
Sp. Atk,55,103,229,pinsir
Sp. Def,70,130,262,pinsir
Speed,85,157,295,pinsir
HP,65,240,334,pinsir
Attack,155,283,449,pinsir
Defense,120,220,372,pinsir
Sp. Atk,65,121,251,pinsir
Sp. Def,90,166,306,pinsir
Speed,105,193,339,pinsir
HP,35,180,274,paras
Attack,70,130,262,paras
Defense,55,103,229,paras
Sp. Atk,45,85,207,paras
Sp. Def,55,103,229,paras
Speed,25,49,163,paras
HP,65,240,334,beedrill
Attack,90,166,306,beedrill
Defense,40,76,196,beedrill
Sp. Atk,45,85,207,beedrill
Sp. Def,80,148,284,beedrill
Speed,75,139,273,beedrill
HP,65,240,334,beedrill
Attack,150,274,438,beedrill
Defense,40,76,196,beedrill
Sp. Atk,15,31,141,beedrill
Sp. Def,80,148,284,beedrill
Speed,145,265,427,beedrill
HP,45,200,294,kakuna
Attack,25,49,163,kakuna
Defense,50,94,218,kakuna
Sp. Atk,25,49,163,kakuna
Sp. Def,25,49,163,kakuna
Speed,35,67,185,kakuna
HP,40,190,284,weedle
Attack,35,67,185,weedle
Defense,30,58,174,weedle
Sp. Atk,20,40,152,weedle
Sp. Def,20,40,152,weedle
Speed,50,94,218,weedle
HP,60,230,324,butterfree
Attack,45,85,207,butterfree
Defense,50,94,218,butterfree
Sp. Atk,90,166,306,butterfree
Sp. Def,80,148,284,butterfree
Speed,70,130,262,butterfree
HP,70,250,344,venomoth
Attack,65,121,251,venomoth
Defense,60,112,240,venomoth
Sp. Atk,90,166,306,venomoth
Sp. Def,75,139,273,venomoth
Speed,90,166,306,venomoth
HP,60,230,324,venonat
Attack,55,103,229,venonat
Defense,50,94,218,venonat
Sp. Atk,40,76,196,venonat
Sp. Def,55,103,229,venonat
Speed,45,85,207,venonat
HP,45,200,294,caterpie
Attack,30,58,174,caterpie
Defense,35,67,185,caterpie
Sp. Atk,20,40,152,caterpie
Sp. Def,20,40,152,caterpie
Speed,45,85,207,caterpie
HP,92,294,388,zacian
Attack,170,310,482,zacian
Defense,115,211,361,zacian
Sp. Atk,80,148,284,zacian
Sp. Def,115,211,361,zacian
Speed,148,270,434,zacian
HP,92,294,388,zacian
Attack,130,238,394,zacian
Defense,115,211,361,zacian
Sp. Atk,80,148,284,zacian
Sp. Def,115,211,361,zacian
Speed,138,252,412,zacian
HP,65,240,334,alcremie
Attack,60,112,240,alcremie
Defense,75,139,273,alcremie
Sp. Atk,110,202,350,alcremie
Sp. Def,121,222,375,alcremie
Speed,64,119,249,alcremie
HP,95,300,394,grimmsnarl
Attack,120,220,372,grimmsnarl
Defense,65,121,251,grimmsnarl
Sp. Atk,95,175,317,grimmsnarl
Sp. Def,75,139,273,grimmsnarl
Speed,60,112,240,grimmsnarl
HP,65,240,334,morgrem
Attack,60,112,240,morgrem
Defense,45,85,207,morgrem
Sp. Atk,75,139,273,morgrem
Sp. Def,55,103,229,morgrem
Speed,70,130,262,morgrem
HP,50,210,304,metapod
Attack,20,40,152,metapod
Defense,55,103,229,metapod
Sp. Atk,25,49,163,metapod
Sp. Def,25,49,163,metapod
Speed,30,58,174,metapod
HP,45,200,294,impidimp
Attack,45,85,207,impidimp
Defense,30,58,174,impidimp
Sp. Atk,55,103,229,impidimp
Sp. Def,40,76,196,impidimp
Speed,50,94,218,impidimp
HP,70,250,344,tapu-fini
Attack,75,139,273,tapu-fini
Defense,115,211,361,tapu-fini
Sp. Atk,95,175,317,tapu-fini
Sp. Def,130,238,394,tapu-fini
Speed,85,157,295,tapu-fini
HP,70,250,344,tapu-bulu
Attack,130,238,394,tapu-bulu
Defense,115,211,361,tapu-bulu
Sp. Atk,85,157,295,tapu-bulu
Sp. Def,95,175,317,tapu-bulu
Speed,75,139,273,tapu-bulu
HP,45,200,294,milcery
Attack,40,76,196,milcery
Defense,40,76,196,milcery
Sp. Atk,50,94,218,milcery
Sp. Def,61,114,243,milcery
Speed,34,65,183,milcery
HP,57,224,318,hatterene
Attack,90,166,306,hatterene
Defense,95,175,317,hatterene
Sp. Atk,136,249,408,hatterene
Sp. Def,103,189,335,hatterene
Speed,29,56,172,hatterene
HP,70,250,344,tapu-koko
Attack,115,211,361,tapu-koko
Defense,85,157,295,tapu-koko
Sp. Atk,95,175,317,tapu-koko
Sp. Def,75,139,273,tapu-koko
Speed,130,238,394,tapu-koko
HP,70,250,344,tapu-lele
Attack,85,157,295,tapu-lele
Defense,75,139,273,tapu-lele
Sp. Atk,130,238,394,tapu-lele
Sp. Def,115,211,361,tapu-lele
Speed,95,175,317,tapu-lele
HP,80,270,364,primarina
Attack,74,137,271,primarina
Defense,74,137,271,primarina
Sp. Atk,126,231,386,primarina
Sp. Def,116,213,364,primarina
Speed,60,112,240,primarina
HP,57,224,318,klefki
Attack,80,148,284,klefki
Defense,91,168,309,klefki
Sp. Atk,80,148,284,klefki
Sp. Def,87,161,300,klefki
Speed,75,139,273,klefki
HP,80,270,364,magearna
Attack,95,175,317,magearna
Defense,115,211,361,magearna
Sp. Atk,130,238,394,magearna
Sp. Def,115,211,361,magearna
Speed,65,121,251,magearna
HP,67,244,338,dedenne
Attack,58,108,236,dedenne
Defense,57,107,234,dedenne
Sp. Atk,81,150,287,dedenne
Sp. Def,67,125,256,dedenne
Speed,101,186,331,dedenne
HP,126,362,456,xerneas
Attack,131,240,397,xerneas
Defense,95,175,317,xerneas
Sp. Atk,131,240,397,xerneas
Sp. Def,98,180,324,xerneas
Speed,99,182,326,xerneas
HP,50,210,304,carbink
Attack,50,94,218,carbink
Defense,150,274,438,carbink
Sp. Atk,50,94,218,carbink
Sp. Def,150,274,438,carbink
Speed,50,94,218,carbink
HP,95,300,394,sylveon
Attack,65,121,251,sylveon
Defense,65,121,251,sylveon
Sp. Atk,110,202,350,sylveon
Sp. Def,130,238,394,sylveon
Speed,60,112,240,sylveon
HP,50,210,304,diancie
Attack,100,184,328,diancie
Defense,150,274,438,diancie
Sp. Atk,100,184,328,diancie
Sp. Def,150,274,438,diancie
Speed,50,94,218,diancie
HP,50,210,304,diancie
Attack,160,292,460,diancie
Defense,110,202,350,diancie
Sp. Atk,160,292,460,diancie
Sp. Def,110,202,350,diancie
Speed,110,202,350,diancie
HP,62,234,328,swirlix
Attack,48,90,214,swirlix
Defense,66,123,254,swirlix
Sp. Atk,59,110,238,swirlix
Sp. Def,57,107,234,swirlix
Speed,49,92,216,swirlix
HP,101,312,406,aromatisse
Attack,72,134,267,aromatisse
Defense,72,134,267,aromatisse
Sp. Atk,99,182,326,aromatisse
Sp. Def,89,164,304,aromatisse
Speed,29,56,172,aromatisse
HP,54,218,312,floette
Attack,45,85,207,floette
Defense,47,89,212,floette
Sp. Atk,75,139,273,floette
Sp. Def,98,180,324,floette
Speed,52,98,223,floette
HP,78,266,360,florges
Attack,65,121,251,florges
Defense,68,126,258,florges
Sp. Atk,112,206,355,florges
Sp. Def,154,281,447,florges
Speed,75,139,273,florges
HP,44,198,292,flabebe
Attack,38,72,192,flabebe
Defense,39,74,194,flabebe
Sp. Atk,61,114,243,flabebe
Sp. Def,79,146,282,flabebe
Speed,42,80,201,flabebe
HP,78,266,360,spritzee
Attack,52,98,223,spritzee
Defense,60,112,240,spritzee
Sp. Atk,63,117,247,spritzee
Sp. Def,65,121,251,spritzee
Speed,23,45,159,spritzee
HP,60,230,324,whimsicott
Attack,67,125,256,whimsicott
Defense,85,157,295,whimsicott
Sp. Atk,77,143,278,whimsicott
Sp. Def,75,139,273,whimsicott
Speed,116,213,364,whimsicott
HP,82,274,368,slurpuff
Attack,80,148,284,slurpuff
Defense,86,159,298,slurpuff
Sp. Atk,85,157,295,slurpuff
Sp. Def,75,139,273,slurpuff
Speed,72,134,267,slurpuff
HP,40,190,284,cottonee
Attack,27,53,168,cottonee
Defense,60,112,240,cottonee
Sp. Atk,37,71,190,cottonee
Sp. Def,50,94,218,cottonee
Speed,66,123,254,cottonee
HP,50,210,304,azurill
Attack,20,40,152,azurill
Defense,40,76,196,azurill
Sp. Atk,20,40,152,azurill
Sp. Def,40,76,196,azurill
Speed,20,40,152,azurill
HP,85,280,374,togekiss
Attack,50,94,218,togekiss
Defense,95,175,317,togekiss
Sp. Atk,120,220,372,togekiss
Sp. Def,115,211,361,togekiss
Speed,80,148,284,togekiss
HP,50,210,304,mawile
Attack,85,157,295,mawile
Defense,85,157,295,mawile
Sp. Atk,55,103,229,mawile
Sp. Def,55,103,229,mawile
Speed,50,94,218,mawile
HP,50,210,304,mawile
Attack,105,193,339,mawile
Defense,125,229,383,mawile
Sp. Atk,55,103,229,mawile
Sp. Def,95,175,317,mawile
Speed,50,94,218,mawile
HP,75,260,354,altaria
Attack,70,130,262,altaria
Defense,90,166,306,altaria
Sp. Atk,70,130,262,altaria
Sp. Def,105,193,339,altaria
Speed,80,148,284,altaria
HP,75,260,354,altaria
Attack,110,202,350,altaria
Defense,110,202,350,altaria
Sp. Atk,110,202,350,altaria
Sp. Def,105,193,339,altaria
Speed,80,148,284,altaria
HP,103,316,410,audino
Attack,60,112,240,audino
Defense,86,159,298,audino
Sp. Atk,60,112,240,audino
Sp. Def,86,159,298,audino
Speed,50,94,218,audino
HP,103,316,410,audino
HP,68,246,340,gardevoir
Attack,65,121,251,gardevoir
Defense,65,121,251,gardevoir
Sp. Atk,125,229,383,gardevoir
Sp. Def,115,211,361,gardevoir
Speed,80,148,284,gardevoir
HP,68,246,340,gardevoir
Attack,85,157,295,gardevoir
Defense,65,121,251,gardevoir
